FOLIO,VIV_SEL,HOGAR,N_REN,P12_1_1,P12_1_2,P12_1_3,P12_2,P12_3_1,P12_3_2,P12_3_3,P12_3_4,P12_3_5,P12_4_1,P12_4_2,P12_4_3,P12_4_4,P12_4_5,P12_4_6,P12_5_1,P12_5_2,P12_5_3,P12_5_4,P12_5_5,P12_5_6,P12_5_7,P12_6_1,P12_6_2,P12_6_3,P12_6_4,P12_6_5,P12_6_6,ENT,EST_DIS,UPM_DIS,FACTOR
2301581,04,1,03,1,1,1,3,4,3,3,3,1,2,5,3,4,3,2,1,1,3,3,3,2,1,2,2,2,2,2,2,23,343,0004558,1335
2301581,05,1,01,2,2,2,3,4,4,3,5,5,3,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004558,445
2301598,01,1,01,1,1,1,1,1,1,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,23,343,0004559,498
2301598,02,1,01,1,1,1,2,3,3,3,2,2,2,2,1,2,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,23,343,0004559,1109
2301598,04,1,04,1,1,1,4,3,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004559,1991
2301636,01,1,01,2,1,2,2,4,4,5,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,23,345,0004560,1036
2301636,02,1,01,2,2,2,1,4,4,5,4,5,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,345,0004560,2310
2301636,03,1,02,2,2,2,2,4,3,5,4,3,2,2,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,23,345,0004560,1555
2301636,04,1,01,9,1,1,2,3,2,5,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,23,345,0004560,1155
2301636,05,1,01,2,2,2,2,3,5,5,4,4,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,345,0004560,2310
2301637,01,1,01,1,1,1,3,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,345,0004561,494
2301637,02,1,01,1,1,1,3,3,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,345,0004561,989
2301637,03,1,01,2,2,2,2,4,2,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,345,0004561,494
2301637,04,1,02,1,1,1,2,1,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,345,0004561,1652
2301656,01,1,04,1,1,1,3,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,23,345,0004562,2034
2301656,03,1,02,1,1,1,2,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,345,0004562,1017
2301656,04,1,01,2,2,1,1,1,5,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,345,0004562,1017
2301676,01,1,01,1,1,2,1,2,5,1,1,5,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,23,343,0004563,393
2301676,02,1,01,1,1,9,4,3,5,2,2,3,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004563,1573
2301676,03,1,02,1,1,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004563,1180
2301676,03,2,01,1,1,1,3,2,2,4,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004563,786
2301676,04,1,02,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004563,876
2301676,05,1,03,1,1,1,1,4,4,3,3,2,2,2,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,23,343,0004563,1314
2301681,01,1,01,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004564,1737
2301681,02,1,01,2,2,2,2,2,2,1,1,1,2,5,3,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,23,343,0004564,1039
2301681,03,1,03,1,2,2,3,2,2,4,3,1,1,5,1,2,1,2,1,1,2,2,3,2,2,2,1,2,2,2,2,23,343,0004564,2316
2301681,04,1,01,1,1,1,2,4,4,3,2,3,2,2,3,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,23,343,0004564,579
2301681,05,1,02,1,1,1,1,1,5,1,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,23,343,0004564,2079
2301681,05,2,02,1,2,1,3,1,5,3,3,2,3,5,3,3,3,4,1,2,1,3,2,3,3,2,2,2,2,2,2,23,343,0004564,1039
2301688,01,1,01,2,2,2,2,1,5,1,1,1,3,5,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004565,372
2301688,03,1,02,1,1,2,4,1,5,5,1,1,3,2,1,2,1,3,1,2,2,1,1,4,3,2,2,2,2,2,2,23,343,0004565,1115
2301688,04,1,01,2,2,2,2,4,2,5,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004565,1243
2301688,05,1,01,1,2,2,2,3,3,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004565,1243
2301704,01,1,02,1,1,1,2,1,5,4,2,1,2,5,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,23,343,0004566,1110
2301704,02,1,03,1,1,1,3,1,1,3,1,1,2,5,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,23,343,0004566,1480
2301704,03,1,01,1,1,1,3,2,2,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004566,740
2301704,04,1,01,1,1,1,3,4,2,2,1,1,2,1,2,3,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,23,343,0004566,412
2301704,05,1,01,1,1,1,2,2,1,2,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,2,2,2,23,343,0004566,1237
2301741,01,1,02,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,342,0004567,853
2301741,02,1,02,1,1,1,2,3,3,4,3,3,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,23,342,0004567,853
2301741,03,1,03,2,2,2,3,4,4,5,2,3,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,342,0004567,1426
2301741,04,1,02,1,1,1,2,4,4,4,4,4,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,23,342,0004567,1426
2301741,05,1,01,1,1,1,1,1,4,4,1,4,2,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,23,342,0004567,2377
2301742,01,1,01,2,2,2,3,3,3,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,344,0004568,389
2301742,02,1,02,1,1,2,3,3,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,344,0004568,778
2301742,03,1,02,1,1,1,3,3,5,2,2,1,2,5,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,344,0004568,778
2301742,04,1,02,1,1,1,4,4,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,2,2,2,2,2,23,344,0004568,778
2301742,05,1,01,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,23,344,0004568,434
2301744,01,1,01,2,2,2,1,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,23,345,0004569,1570
2301744,02,1,02,1,1,1,3,2,1,3,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,345,0004569,1047
2301744,03,1,01,1,1,1,3,1,2,2,1,1,2,2,1,3,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,23,345,0004569,583
2301744,04,1,03,2,2,2,9,3,5,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,345,0004569,2617
2301744,05,1,02,1,1,1,3,3,1,3,2,1,2,2,1,1,2,2,1,1,1,1,1,1,3,2,2,2,2,2,2,23,345,0004569,1166
2301771,01,1,01,1,1,1,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004570,1989
2301771,02,1,01,1,1,1,9,4,3,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,2,2,2,2,2,2,23,343,0004570,1193
2301771,03,1,01,1,2,2,3,2,4,1,3,2,2,3,1,2,3,2,1,2,1,2,1,1,2,2,2,2,2,2,2,23,343,0004570,714
2301771,04,1,02,1,1,1,3,3,5,2,1,5,3,5,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,23,343,0004570,1071
2301771,05,1,01,1,1,1,3,2,3,2,2,1,2,2,1,1,2,2,2,3,2,1,1,2,2,2,2,2,2,2,2,23,343,0004570,398
2301776,01,1,01,2,2,2,3,3,3,3,3,3,3,2,2,1,2,2,2,3,2,3,1,2,2,2,2,2,2,2,2,23,343,0004571,436
2301776,02,1,02,1,1,1,3,2,2,2,2,1,2,3,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,23,343,0004571,783
2301776,03,1,01,1,1,2,3,2,3,4,3,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,23,343,0004571,872
2301776,04,1,01,1,2,2,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004571,1309
2301776,05,1,03,1,1,1,4,4,4,3,2,1,3,1,4,2,2,2,3,2,2,2,1,2,3,2,2,2,2,2,2,23,343,0004571,1174
2301777,02,1,01,2,2,2,3,1,2,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,23,345,0004572,1496
2301777,03,1,01,2,1,2,3,4,3,4,3,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,345,0004572,556
2301777,04,1,02,1,1,1,3,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,345,0004572,1994
2301807,01,1,02,1,1,1,2,4,4,5,5,2,3,3,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004573,797
2301807,02,1,02,1,1,1,3,4,3,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,23,343,0004573,1196
2301807,03,1,02,2,2,2,9,4,4,3,4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004573,715
2301807,04,1,02,2,2,2,4,4,5,4,4,4,2,5,4,1,1,1,3,3,3,3,3,1,3,2,2,2,2,2,2,23,343,0004573,715
2301807,05,1,02,1,1,1,1,2,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004573,715
2301820,01,1,02,1,1,1,2,2,3,2,1,2,2,2,1,1,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,23,342,0004574,1917
2301820,02,1,02,1,1,1,3,2,5,3,2,1,2,5,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,23,342,0004574,860
2301820,03,1,01,1,1,1,4,1,2,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,342,0004574,958
2301820,04,1,01,1,1,1,3,1,1,3,2,1,2,2,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,23,342,0004574,958
2301820,05,1,02,1,1,1,3,2,2,3,2,1,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,23,342,0004574,958
2301882,02,1,02,1,1,2,3,2,3,5,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,23,345,0004575,1195
2301882,03,1,01,1,1,1,3,2,2,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,345,0004575,1793
2301882,04,1,02,1,1,2,3,1,4,3,1,1,4,1,1,4,1,1,1,1,3,1,1,1,1,2,2,2,2,2,2,23,345,0004575,1609
2301882,05,1,01,2,2,2,3,3,5,5,3,3,2,5,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,345,0004575,536
2301885,02,1,01,1,1,1,3,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,345,0004576,589
2301885,03,1,02,1,1,1,2,3,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23,345,0004576,1057
2301885,05,1,01,9,1,9,3,3,5,4,3,5,1,5,1,3,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,23,345,0004576,529
2301907,01,1,01,2,2,2,3,4,3,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004577,1155
2301907,02,1,01,2,2,2,3,4,4,5,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004577,770
2301907,03,1,01,2,2,2,3,4,4,5,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004577,770
2301907,04,1,01,2,2,2,3,4,4,5,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,23,343,0004577,770
2301907,05,1,03,1,1,2,4,4,3,5,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004577,1728
2301922,01,1,03,1,1,1,3,3,5,3,2,2,3,5,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,23,343,0004578,2133
2301922,02,1,02,1,1,1,3,3,2,3,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,23,343,0004578,1783
2301922,03,1,02,1,1,1,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004578,1067
2301922,04,1,03,1,1,1,3,3,3,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,23,343,0004578,1600
2301922,05,1,03,1,1,2,3,2,5,3,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004578,1600
2301932,01,1,02,1,1,1,3,1,5,3,3,5,3,5,1,1,1,1,1,1,3,1,1,1,1,2,2,2,2,2,2,23,343,0004579,1449
2301932,02,1,02,1,1,1,4,1,5,3,2,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004579,1087
2301932,03,1,01,2,2,2,3,3,3,3,5,5,2,2,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,23,343,0004579,404
2301932,04,1,01,1,1,1,2,2,5,3,1,2,3,5,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004579,807
2301932,05,1,01,1,1,1,1,2,3,4,4,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004579,807
2301935,01,1,04,2,2,2,3,3,2,2,2,1,3,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2,23,343,0004580,654
2301935,02,1,03,1,1,1,2,3,3,4,3,2,2,5,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,23,343,0004580,980
2301935,03,1,03,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,23,343,0004580,1307
2301935,04,1,02,1,1,1,3,4,2,3,1,1,3,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004580,654
2301935,05,1,01,2,2,2,3,2,4,3,2,3,3,3,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,23,343,0004580,980
2301938,01,1,01,2,2,2,2,4,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004581,358
2301938,02,1,02,1,1,1,3,1,5,4,4,4,1,5,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,23,343,0004581,716
2301938,03,1,02,1,1,1,3,2,5,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004581,716
2301938,04,1,02,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004581,716
2301938,05,1,01,2,1,1,2,1,2,3,1,1,2,1,1,2,1,1,1,1,2,1,1,1,3,2,1,2,2,2,2,23,343,0004581,798
2301940,01,1,03,1,1,1,3,3,3,5,3,1,3,3,3,1,1,3,3,1,1,1,1,1,3,2,2,2,2,2,2,23,343,0004582,1659
2301940,02,1,03,2,2,1,2,2,5,5,5,2,2,4,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,23,343,0004582,1849
2301940,03,1,01,2,1,1,3,4,1,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004582,924
2301940,04,1,01,1,1,1,4,4,3,5,1,1,3,3,1,1,3,3,3,1,1,1,1,1,3,2,2,2,2,2,2,23,343,0004582,415
2301940,05,1,01,2,2,2,1,4,4,4,4,3,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,23,343,0004582,462
2301947,02,1,01,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,342,0004583,939
2301947,03,1,01,2,2,2,1,5,4,5,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,342,0004583,470
2301947,04,1,02,2,2,2,2,4,4,2,2,2,3,3,1,3,1,1,1,1,1,1,1,1,4,2,1,2,2,2,2,23,342,0004583,843
2301947,05,1,01,2,2,2,1,4,3,5,2,1,3,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,342,0004583,939
2301958,01,1,01,2,2,2,9,4,5,4,2,5,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004584,1103
2301958,02,1,01,2,1,2,3,4,4,5,2,2,1,2,1,1,1,3,1,1,2,1,2,2,2,2,2,2,2,2,2,23,343,0004584,735
2301958,04,1,02,1,1,1,3,2,5,4,3,3,2,5,3,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,23,343,0004584,1103
2301959,01,1,01,1,1,1,2,3,4,5,5,3,3,4,4,4,4,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004585,739
2301959,02,1,01,1,1,1,2,3,5,3,3,5,3,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004585,332
2301959,03,1,01,2,1,2,1,4,4,2,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004585,370
2301959,04,1,01,1,1,1,4,2,5,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004585,332
2301959,05,1,02,1,1,1,3,4,2,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004585,995
2301979,01,1,01,2,2,2,3,5,3,3,3,2,2,2,4,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004586,431
2301979,02,1,04,1,1,1,2,3,2,5,2,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004586,1547
2301979,03,1,01,2,2,2,3,4,3,3,3,1,4,3,1,3,4,3,3,1,3,3,3,3,3,2,1,2,2,2,2,23,343,0004586,1292
2301979,05,1,02,1,1,1,3,3,5,3,2,1,2,5,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,23,343,0004586,773
2301986,01,1,01,2,2,2,3,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,23,343,0004587,1357
2301986,02,1,01,1,1,2,9,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004587,452
2301986,03,1,01,1,1,2,3,1,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004587,1357
2301986,04,1,02,1,1,1,2,4,3,5,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004587,1357
2301986,05,1,03,1,1,1,3,3,1,5,4,1,2,2,2,4,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,23,343,0004587,1357
2301987,01,1,01,2,2,2,2,4,5,3,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004588,799
2301987,02,1,03,1,1,2,2,4,3,5,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004588,1075
2301987,03,1,04,1,1,2,3,3,2,5,2,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004588,1434
2301987,04,1,02,1,1,2,3,3,3,4,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004588,717
2301987,05,1,02,1,1,1,2,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,23,343,0004588,717
2302007,01,1,02,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004589,768
2302007,02,1,06,1,1,1,2,4,4,4,2,4,2,3,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004589,1284
2302007,03,1,02,2,2,2,4,4,4,3,3,3,3,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004589,1152
2302007,04,1,01,2,2,2,1,4,4,5,5,3,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,23,343,0004589,1284
2302007,05,1,02,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,23,343,0004589,768
2302020,01,1,01,2,2,2,4,3,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004590,1254
2302020,02,1,01,1,1,1,3,4,4,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004590,836
2302020,03,1,02,2,1,2,3,4,4,1,1,5,4,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,23,343,0004590,1126
2302020,04,1,01,1,1,1,2,3,4,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,23,343,0004590,836
2302020,05,1,02,2,2,2,3,4,5,4,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,23,343,0004590,751
2302023,01,1,01,1,1,1,4,1,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004591,809
2302023,02,1,01,2,2,2,1,1,5,3,2,1,2,5,3,2,3,1,1,3,1,1,1,1,1,2,2,2,2,2,2,23,343,0004591,405
2302023,03,1,02,2,2,2,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,23,343,0004591,809
2302023,04,1,02,1,1,1,2,3,5,3,3,1,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004591,1214
2302023,05,1,01,1,1,1,3,2,1,3,2,1,2,2,3,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,23,343,0004591,451
2302043,01,1,02,2,2,2,1,4,5,5,2,4,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,23,342,0004592,847
2302043,02,1,01,1,1,1,1,4,5,5,3,2,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,342,0004592,847
2302043,03,1,03,2,2,2,2,4,4,5,5,3,2,5,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,23,342,0004592,1270
2302043,04,1,02,1,2,2,9,4,4,5,3,4,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,342,0004592,847
2302043,05,1,01,2,1,1,1,4,4,5,5,5,3,3,1,3,3,3,3,1,2,4,2,4,1,2,2,2,2,2,2,23,342,0004592,943
2302052,01,1,01,2,2,2,3,4,5,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,345,0004593,1075
2302052,02,1,01,1,1,1,2,2,5,5,4,3,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,23,345,0004593,483
2302052,03,1,02,1,1,2,3,3,5,2,4,1,3,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,345,0004593,965
2302052,04,1,01,2,2,2,3,4,3,5,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,345,0004593,483
2302052,05,1,02,1,1,2,3,3,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,345,0004593,965
2302089,01,1,02,1,1,9,9,3,5,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004594,674
2302089,02,1,01,2,2,2,1,4,3,4,4,4,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004594,376
2302089,04,1,01,1,1,1,3,9,9,9,9,9,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004594,674
2302089,05,1,02,1,1,2,2,2,5,4,4,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004594,674
2302114,01,1,01,2,2,2,4,4,3,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,23,342,0004595,1095
2302114,02,1,03,2,2,2,2,4,3,4,3,2,2,3,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,342,0004595,1474
2302114,03,1,05,1,1,1,4,4,3,5,4,1,2,5,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,23,342,0004595,2949
2302114,04,1,01,1,1,2,4,4,3,3,3,4,2,1,1,2,2,2,1,2,3,3,1,1,1,2,2,2,2,2,2,23,342,0004595,1095
2302114,05,1,01,1,1,1,2,3,4,5,5,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,342,0004595,1095
2302115,01,1,02,2,2,2,9,4,5,5,4,4,3,5,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,23,342,0004596,860
2302115,02,1,01,1,1,1,3,3,4,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,342,0004596,958
2302115,03,1,01,2,2,2,1,4,5,1,1,1,1,5,1,3,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,23,342,0004596,860
2302115,04,1,01,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,342,0004596,958
2302115,05,1,02,1,1,2,2,4,5,1,1,1,2,5,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,342,0004596,860
2302120,01,1,02,1,1,1,4,2,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,345,0004597,772
